INFO 2024-05-29 00:50:15,000 autoreload Watching for file changes with StatReloader
DEBUG 2024-05-29 00:50:24,765 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/rest_framework/locale/ru_RU/LC_MESSAGES/django.mo first seen with mtime 1716901060.2657804
DEBUG 2024-05-29 00:50:24,765 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/rest_framework/locale/fi/LC_MESSAGES/django.mo first seen with mtime 1716901060.2592707
DEBUG 2024-05-29 00:50:24,765 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/rest_framework/locale/id/LC_MESSAGES/django.mo first seen with mtime 1716901060.2608895
DEBUG 2024-05-29 00:50:24,765 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/rest_framework/locale/fr/LC_MESSAGES/django.mo first seen with mtime 1716901060.2595296
DEBUG 2024-05-29 00:50:24,765 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/rest_framework/locale/es/LC_MESSAGES/django.mo first seen with mtime 1716901060.2581832
DEBUG 2024-05-29 00:50:24,765 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/rest_framework/locale/et/LC_MESSAGES/django.mo first seen with mtime 1716901060.2584734
DEBUG 2024-05-29 00:50:24,765 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/rest_framework/locale/en/LC_MESSAGES/django.mo first seen with mtime 1716901060.2573583
DEBUG 2024-05-29 00:50:24,766 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/rest_framework/locale/fa/LC_MESSAGES/django.mo first seen with mtime 1716901060.2587388
DEBUG 2024-05-29 00:50:24,766 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/rest_framework/locale/lt/LC_MESSAGES/django.mo first seen with mtime 1716901060.2619247
DEBUG 2024-05-29 00:50:24,766 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/rest_framework/locale/el_GR/LC_MESSAGES/django.mo first seen with mtime 1716901060.257083
DEBUG 2024-05-29 00:50:24,766 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/rest_framework/locale/th/LC_MESSAGES/django.mo first seen with mtime 1716901060.2669282
DEBUG 2024-05-29 00:50:24,766 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/rest_framework/locale/tr/LC_MESSAGES/django.mo first seen with mtime 1716901060.267209
DEBUG 2024-05-29 00:50:24,766 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/rest_framework/locale/tr_TR/LC_MESSAGES/django.mo first seen with mtime 1716901060.2675116
DEBUG 2024-05-29 00:50:25,814 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/Gusto/migrations/0010_alter_goods_is_local_alter_goods_measure.py first seen with mtime 1716921872.9238641
DEBUG 2024-05-29 00:50:25,815 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/admin/migrations/__init__.py first seen with mtime 1716901035.1545799
DEBUG 2024-05-29 00:50:25,815 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/auth/migrations/0005_alter_user_last_login_null.py first seen with mtime 1716901035.2826536
DEBUG 2024-05-29 00:50:25,815 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/contenttypes/migrations/__init__.py first seen with mtime 1716901035.3206391
DEBUG 2024-05-29 00:50:25,815 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/auth/migrations/__init__.py first seen with mtime 1716901035.2834673
DEBUG 2024-05-29 00:50:25,815 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/contenttypes/migrations/0002_remove_content_type_name.py first seen with mtime 1716901035.32056
DEBUG 2024-05-29 00:50:25,815 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/db/migrations/loader.py first seen with mtime 1716901035.6497672
DEBUG 2024-05-29 00:50:25,815 autoreload File /Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/stringprep.py first seen with mtime 1691808585.0
DEBUG 2024-05-29 00:50:25,815 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/Gusto/migrations/0002_alter_familygoodsinstock_change_user_and_more.py first seen with mtime 1716906248.9069996
DEBUG 2024-05-29 00:50:25,815 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/Gusto/migrations/0001_initial.py first seen with mtime 1716902377.438021
DEBUG 2024-05-29 00:50:25,815 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/Gusto/wsgi.py first seen with mtime 1716901037.1474886
DEBUG 2024-05-29 00:50:25,816 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/db/models/sql/compiler.py first seen with mtime 1716901035.6582308
DEBUG 2024-05-29 00:50:25,816 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/db/migrations/graph.py first seen with mtime 1716901035.6496196
DEBUG 2024-05-29 00:50:25,816 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/Gusto/migrations/0003_alter_families_icon_link_and_more.py first seen with mtime 1716907189.4758053
DEBUG 2024-05-29 00:50:25,816 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/auth/migrations/0004_alter_user_username_opts.py first seen with mtime 1716901035.282551
DEBUG 2024-05-29 00:50:25,816 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/auth/migrations/0002_alter_permission_name_max_length.py first seen with mtime 1716901035.2823415
DEBUG 2024-05-29 00:50:25,817 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/Gusto/migrations/__init__.py first seen with mtime 1716902377.4363754
DEBUG 2024-05-29 00:50:25,817 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/Gusto/migrations/0006_alter_families_options_and_more.py first seen with mtime 1716909686.490901
DEBUG 2024-05-29 00:50:25,817 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/Gusto/migrations/0007_remove_goods_icon_link_goods_icon_and_more.py first seen with mtime 1716917514.3884425
DEBUG 2024-05-29 00:50:25,817 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/auth/migrations/0009_alter_user_last_name_max_length.py first seen with mtime 1716901035.2830844
DEBUG 2024-05-29 00:50:25,817 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/auth/migrations/0003_alter_user_email_max_length.py first seen with mtime 1716901035.282445
DEBUG 2024-05-29 00:50:25,817 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/db/migrations/executor.py first seen with mtime 1716901035.6494772
DEBUG 2024-05-29 00:50:25,818 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/auth/migrations/0008_alter_user_username_max_length.py first seen with mtime 1716901035.2829838
DEBUG 2024-05-29 00:50:25,818 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/auth/migrations/0011_update_proxy_permissions.py first seen with mtime 1716901035.2833035
DEBUG 2024-05-29 00:50:25,818 autoreload File /Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/encodings/idna.py first seen with mtime 1691808607.0
DEBUG 2024-05-29 00:50:25,818 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/sessions/migrations/0001_initial.py first seen with mtime 1716901035.58613
DEBUG 2024-05-29 00:50:25,818 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/Gusto/migrations/0008_remove_families_icon_link_remove_recipes_icon_link_and_more.py first seen with mtime 1716917901.5128965
DEBUG 2024-05-29 00:50:25,818 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/auth/migrations/0006_require_contenttypes_0002.py first seen with mtime 1716901035.282762
DEBUG 2024-05-29 00:50:25,818 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/auth/migrations/0012_alter_user_first_name_max_length.py first seen with mtime 1716901035.2834053
DEBUG 2024-05-29 00:50:25,818 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/sessions/backends/db.py first seen with mtime 1716901035.5484836
DEBUG 2024-05-29 00:50:25,818 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/Gusto/migrations/0011_alter_goods_icon.py first seen with mtime 1716922046.864888
DEBUG 2024-05-29 00:50:25,818 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/auth/migrations/0007_alter_validators_add_error_messages.py first seen with mtime 1716901035.2828753
DEBUG 2024-05-29 00:50:25,818 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/Gusto/migrations/0005_alter_families_icon_link_alter_families_name_and_more.py first seen with mtime 1716909546.8127701
DEBUG 2024-05-29 00:50:25,819 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/sessions/migrations/__init__.py first seen with mtime 1716901035.5862105
DEBUG 2024-05-29 00:50:25,819 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/auth/migrations/0010_alter_group_name_max_length.py first seen with mtime 1716901035.283193
DEBUG 2024-05-29 00:50:25,819 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/admin/migrations/0002_logentry_remove_auto_add.py first seen with mtime 1716901035.1543944
DEBUG 2024-05-29 00:50:25,819 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/admin/migrations/0003_logentry_add_action_flag_choices.py first seen with mtime 1716901035.1545122
DEBUG 2024-05-29 00:50:25,819 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/admin/migrations/0001_initial.py first seen with mtime 1716901035.1542683
DEBUG 2024-05-29 00:50:25,819 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/contenttypes/migrations/0001_initial.py first seen with mtime 1716901035.3203382
DEBUG 2024-05-29 00:50:25,819 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/auth/migrations/0001_initial.py first seen with mtime 1716901035.2822356
DEBUG 2024-05-29 00:50:25,819 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/db/migrations/recorder.py first seen with mtime 1716901035.650311
DEBUG 2024-05-29 00:50:25,819 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/Gusto/migrations/0004_alter_goods_icon_link_alter_goods_name_and_more.py first seen with mtime 1716907331.654852
DEBUG 2024-05-29 00:50:25,819 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/middleware/clickjacking.py first seen with mtime 1716901035.6726906
DEBUG 2024-05-29 00:50:25,819 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/Gusto/migrations/0009_alter_goods_measure.py first seen with mtime 1716919773.668023
DEBUG 2024-05-29 00:50:39,652 utils (0.002) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2024-05-29T00:50:39.595384+00:00'::timestamptz AND "django_session"."session_key" = 'uzk5tjt9c7j0pfs1k8gidsapwzh1b0oj') LIMIT 21; args=(datetime.datetime(2024, 5, 29, 0, 50, 39, 595384, tzinfo=datetime.timezone.utc), 'uzk5tjt9c7j0pfs1k8gidsapwzh1b0oj'); alias=default
DEBUG 2024-05-29 00:50:39,657 utils (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,); alias=default
DEBUG 2024-05-29 00:50:39,663 utils (0.002) SELECT COUNT(*) AS "__count" FROM "Gusto_recipesgroup"; args=(); alias=default
DEBUG 2024-05-29 00:50:39,665 utils (0.001) SELECT COUNT(*) AS "__count" FROM "Gusto_recipesgroup"; args=(); alias=default
DEBUG 2024-05-29 00:50:39,706 utils (0.001) SELECT "Gusto_recipesgroup"."id", "Gusto_recipesgroup"."name" FROM "Gusto_recipesgroup" ORDER BY "Gusto_recipesgroup"."id" DESC; args=(); alias=default
INFO 2024-05-29 00:50:39,880 basehttp "GET /admin/Gusto/recipesgroup/ HTTP/1.1" 200 19468
DEBUG 2024-05-29 00:50:39,948 utils (0.001) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2024-05-29T00:50:39.920700+00:00'::timestamptz AND "django_session"."session_key" = 'uzk5tjt9c7j0pfs1k8gidsapwzh1b0oj') LIMIT 21; args=(datetime.datetime(2024, 5, 29, 0, 50, 39, 920700, tzinfo=datetime.timezone.utc), 'uzk5tjt9c7j0pfs1k8gidsapwzh1b0oj'); alias=default
DEBUG 2024-05-29 00:50:39,949 utils (0.001) SELECT "auth_user"."id", "auth_user"."password", "auth_user"."last_login", "auth_user"."is_superuser", "auth_user"."username", "auth_user"."first_name", "auth_user"."last_name", "auth_user"."email", "auth_user"."is_staff", "auth_user"."is_active", "auth_user"."date_joined" FROM "auth_user" WHERE "auth_user"."id" = 1 LIMIT 21; args=(1,); alias=default
INFO 2024-05-29 00:50:39,950 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3343
DEBUG 2024-05-29 00:50:40,209 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/dateutil/tz/_common.py first seen with mtime 1716916043.4022574
DEBUG 2024-05-29 00:50:40,209 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/configprovider.py first seen with mtime 1716916043.454327
DEBUG 2024-05-29 00:50:40,210 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/auth.py first seen with mtime 1716916043.4520545
DEBUG 2024-05-29 00:50:40,210 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/waiter.py first seen with mtime 1716916043.4604094
DEBUG 2024-05-29 00:50:40,210 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/urllib3/util/queue.py first seen with mtime 1716916043.362528
DEBUG 2024-05-29 00:50:40,210 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/staticfiles/storage.py first seen with mtime 1716901035.6237342
DEBUG 2024-05-29 00:50:40,210 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/retries/__init__.py first seen with mtime 1716916043.728319
DEBUG 2024-05-29 00:50:40,210 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/client.py first seen with mtime 1716916043.4534664
DEBUG 2024-05-29 00:50:40,210 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/contrib/sessions/serializers.py first seen with mtime 1716901035.5478184
DEBUG 2024-05-29 00:50:40,210 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/s3transfer/tasks.py first seen with mtime 1716916043.8452961
DEBUG 2024-05-29 00:50:40,210 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/storages/compress.py first seen with mtime 1716916043.8677325
DEBUG 2024-05-29 00:50:40,210 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/urllib3/util/__init__.py first seen with mtime 1716916043.3621757
DEBUG 2024-05-29 00:50:40,210 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/tokens.py first seen with mtime 1716916043.459182
DEBUG 2024-05-29 00:50:40,210 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/urllib3/util/ssl_.py first seen with mtime 1716916043.3631568
DEBUG 2024-05-29 00:50:40,210 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/awsrequest.py first seen with mtime 1716916043.4522138
DEBUG 2024-05-29 00:50:40,211 autoreload File /Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/shlex.py first seen with mtime 1691808585.0
DEBUG 2024-05-29 00:50:40,211 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/boto3/resources/__init__.py first seen with mtime 1716916043.8912694
DEBUG 2024-05-29 00:50:40,211 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/urllib3/exceptions.py first seen with mtime 1716916043.3592782
DEBUG 2024-05-29 00:50:40,211 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/urllib3/util/response.py first seen with mtime 1716916043.3628666
DEBUG 2024-05-29 00:50:40,211 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/urllib3/poolmanager.py first seen with mtime 1716916043.359681
DEBUG 2024-05-29 00:50:40,211 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/docs/waiter.py first seen with mtime 1716916043.7274835
DEBUG 2024-05-29 00:50:40,211 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/docs/method.py first seen with mtime 1716916043.7263172
DEBUG 2024-05-29 00:50:40,211 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/boto3/docs/action.py first seen with mtime 1716916043.88827
DEBUG 2024-05-29 00:50:40,211 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/s3transfer/manager.py first seen with mtime 1716916043.844857
DEBUG 2024-05-29 00:50:40,211 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/urllib3/util/proxy.py first seen with mtime 1716916043.362412
DEBUG 2024-05-29 00:50:40,211 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/docs/docstring.py first seen with mtime 1716916043.726078
DEBUG 2024-05-29 00:50:40,211 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/docs/sharedexample.py first seen with mtime 1716916043.7271073
DEBUG 2024-05-29 00:50:40,211 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/boto3/resources/response.py first seen with mtime 1716916043.892566
DEBUG 2024-05-29 00:50:40,211 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/session.py first seen with mtime 1716916043.458614
DEBUG 2024-05-29 00:50:40,212 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/urllib3/contrib/__init__.py first seen with mtime 1716916043.3600643
DEBUG 2024-05-29 00:50:40,212 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/urllib3/packages/six.py first seen with mtime 1716916043.361665
DEBUG 2024-05-29 00:50:40,212 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/translate.py first seen with mtime 1716916043.4592927
DEBUG 2024-05-29 00:50:40,212 autoreload File /Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/multiprocessing/__init__.py first seen with mtime 1691808617.0
DEBUG 2024-05-29 00:50:40,212 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/handlers.py first seen with mtime 1716916043.455768
DEBUG 2024-05-29 00:50:40,212 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/boto3/__init__.py first seen with mtime 1716916043.8837907
DEBUG 2024-05-29 00:50:40,212 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/endpoint.py first seen with mtime 1716916043.4548385
DEBUG 2024-05-29 00:50:40,212 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/docs/__init__.py first seen with mtime 1716916043.7258532
DEBUG 2024-05-29 00:50:40,212 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/dateutil/__init__.py first seen with mtime 1716916043.4000306
DEBUG 2024-05-29 00:50:40,212 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/vendored/requests/packages/urllib3/exceptions.py first seen with mtime 1716916043.7306013
DEBUG 2024-05-29 00:50:40,213 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/urllib3/util/retry.py first seen with mtime 1716916043.3630137
DEBUG 2024-05-29 00:50:40,213 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/config.py first seen with mtime 1716916043.4540312
DEBUG 2024-05-29 00:50:40,213 autoreload File /Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/lib-dynload/_posixshmem.cpython-39-darwin.so first seen with mtime 1694038961.0
DEBUG 2024-05-29 00:50:40,213 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/jmespath/exceptions.py first seen with mtime 1716916043.4288583
DEBUG 2024-05-29 00:50:40,213 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/urllib3/connection.py first seen with mtime 1716916043.3588345
DEBUG 2024-05-29 00:50:40,213 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/endpoint_provider.py first seen with mtime 1716916043.454984
DEBUG 2024-05-29 00:50:40,213 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/jmespath/lexer.py first seen with mtime 1716916043.4292052
DEBUG 2024-05-29 00:50:40,213 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/s3transfer/utils.py first seen with mtime 1716916043.845607
DEBUG 2024-05-29 00:50:40,213 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/serialize.py first seen with mtime 1716916043.458133
DEBUG 2024-05-29 00:50:40,214 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/s3transfer/exceptions.py first seen with mtime 1716916043.844561
DEBUG 2024-05-29 00:50:40,214 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/boto3/docs/subresource.py first seen with mtime 1716916043.8894408
DEBUG 2024-05-29 00:50:40,214 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/urllib3/_version.py first seen with mtime 1716916043.3586843
DEBUG 2024-05-29 00:50:40,214 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/docs/example.py first seen with mtime 1716916043.726197
DEBUG 2024-05-29 00:50:40,214 autoreload File /Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/multiprocessing/util.py first seen with mtime 1691808617.0
DEBUG 2024-05-29 00:50:40,214 autoreload File /Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/lib-dynload/pyexpat.cpython-39-darwin.so first seen with mtime 1694038956.0
DEBUG 2024-05-29 00:50:40,214 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/boto3/resources/model.py first seen with mtime 1716916043.892232
DEBUG 2024-05-29 00:50:40,214 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/django/template/context_processors.py first seen with mtime 1716901035.674109
DEBUG 2024-05-29 00:50:40,214 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/s3transfer/futures.py first seen with mtime 1716916043.844705
DEBUG 2024-05-29 00:50:40,214 autoreload File /Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/lib-dynload/_multiprocessing.cpython-39-darwin.so first seen with mtime 1694038971.0
DEBUG 2024-05-29 00:50:40,214 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/docs/bcdoc/style.py first seen with mtime 1716916043.7281358
DEBUG 2024-05-29 00:50:40,214 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/dateutil/tz/_factories.py first seen with mtime 1716916043.402367
DEBUG 2024-05-29 00:50:40,214 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/dateutil/_version.py first seen with mtime 1716916043.4002733
DEBUG 2024-05-29 00:50:40,215 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/dateutil/tz/__init__.py first seen with mtime 1716916043.4020536
DEBUG 2024-05-29 00:50:40,215 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/urllib3/util/timeout.py first seen with mtime 1716916043.363597
DEBUG 2024-05-29 00:50:40,215 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/storages/backends/s3.py first seen with mtime 1716916043.869149
DEBUG 2024-05-29 00:50:40,215 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/storages/backends/__init__.py first seen with mtime 1716916043.8680978
DEBUG 2024-05-29 00:50:40,215 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/crt/__init__.py first seen with mtime 1716916043.4605818
DEBUG 2024-05-29 00:50:40,216 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/urllib3/connectionpool.py first seen with mtime 1716916043.3591282
DEBUG 2024-05-29 00:50:40,216 autoreload File /Library/Developer/CommandLineTools/Library/Frameworks/Python3.framework/Versions/3.9/lib/python3.9/multiprocessing/process.py first seen with mtime 1691808617.0
DEBUG 2024-05-29 00:50:40,216 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/boto3/docs/client.py first seen with mtime 1716916043.8886428
DEBUG 2024-05-29 00:50:40,216 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/compress.py first seen with mtime 1716916043.4537978
DEBUG 2024-05-29 00:50:40,216 autoreload File /Users/dkurkaev/IdeaProjects/Gusto/venv/lib/python3.9/site-packages/botocore/retries/throttling.py first seen with mtime 1716916043.7294302
